1904.10-9000,Puffed rice BANANA BUGSNMUD
1904.20-1000,Quinoa
1904.20-9000,Popcorn preparation
1904.30-0000,Cereal preparation
1904.90-1010,QUAKER INSTANT OATMEAL Item No. 581494  U.S.A
1904.90-9000,Cereal flake preparation LIGHT & RIGHT APRICOT
1905.10-0000,Bulgur wheat QUINOA GOURMANDQuinoa and Bulgar wheat FRANCE
1905.31-0000,Rice preparation
1905.40-0000,Sweet biscuits GINGER THINS SWEDEN
1905.90-1010,Sweet biscuit PR.CHNA
1905.90-1030,Similar toasted products  SKORPOR FULLKORN  SWEDEN
1905.90-1040,Cake  KINDERMILCHSCHNITTE  KINDER FELIE DE LAPTE  GERMANY
1905.90-1050,Other biscuits PR.CHNA  BBQ
1905.90-1090,Biscuits  WHOLE WHEAT CRAKERS  R.KOREA
1905.90-9020,Bakers wares  R.KOREA
1905.90-9090,Other bakers wares Doritos Cheese Supreme flavoured corn chips U.S.A
2002.10-0000,RICE PAPER    VIETNAM
2004.10-0000,Rice paper HYDGAP4035 VIETNAM
2004.90-9000,Potato preparation
2005.40-0000,Potato preparation
2005.51-9000,Onion preparation
2005.59-1000,Vegetable preparation
2005.70-0000,Pea preparation WASABI GREEN PEA BEAN SNACK JAPAN
2005.80-0000,Prepared beans
2005.99-9000,Olive preparation Oloves Basil&Garlic
2007.99-1000,Vegetable preparation  THE GRACIOUS GOURMET ROASTED VEGETABLE TAPENADE  U.S.A
2007.99-9000,Jam PEACH CRUSH VIETNAM
2008.11-9000,Jam  STRAWBERRY CRUSH  VIETNAM
2008.19-9000,Jam KIWI CRUSH VIETNAM
2008.20-0000,Black sesame preparatioin INDIA
2008.30-1000,Black sesame preparatioin PR.CHNA
2008.30-9000,Soybean milk preparations Soy papper TAIWAN
2008.60-0000,Citron preparation  R.KOREA
2008.80-0000,Otherwise prepared orange CUTRALE CITRUS JUICESFCOJ with Pulp USA
2008.97-9000,Lemon preparation  R.KOREA
2008.99-2000,Mixed fruits preparation MOGLI MOOTHIE BANANARHUBARBRASBERRY GERMANY
2008.99-9000,Mixed fruits peel preserved by osmotic dehydration CANDY MIXED PEEL ITALY
2009.12-0000,Avocado preparation   NEWZLND
2009.21-0000,Lemon peel preserved by osmotic dehydration CANDY LEMON PEEL ITALY
2009.31-9000,Orange peel preserved by osmotic dehydration     ITALY
2009.50-0000,Grapefruit juice PURE PINK GRAPEFRUIT JUICE U.K
2009.71-0000,Calamansi juice KALLA 100% PURE CALAMANSI
2009.89-1090,Apple juice PRESHAFRUIT LITE PINK LADY APPLE AUSTRAL
2009.89-2000,Prune juice concentrate Prune dried plum Juice Concentrate
2009.90-1020,Acai berry juice  PURE ACAI  BRAZIL
2101.12-1000,Aronia Juice Concentrate  POLAND
2101.20-9090,Juice of vegetable  TRUFFLE JUICE EXTRA PLANTIN EXTRA QUALITY  FRANCE
2102.10-1000,Green tea extract GREEN TEA EXTRACT BATCH U.S.A
2102.20-1000,GREEN TEA EXTRACT  GREEN TEA CATECHIN 630MG CAPS  US
2102.20-9000,Inactive yeast Feed yeast powder 45%
2103.20-2000,Inactive yeast Beer Yeast GERMANY
2103.90-9020,Inactive yeast  Plus  GERMANY
2103.90-9030,INSTANT CURRY  GOLDEN CURRY SAUCE WITH VEGETABLES MEDIUM HOT
2103.90-9090,Mixed seasoning FISH FLAVOR R.KOREA
2104.10-1000,Sauce preparation  25 PR.CHNA
2104.10-9000,Soup of meat Pitango Spring Lamb Soup  NEWZLND
2106.10-9020,Soup preparation  R.KOREA
2106.90-1020,Soya Protein Concentrate  PR.CHNA
2106.90-1090,Corn protein concentrate EMPYREAL 75CORN PROTEIN CONCENTRATE U.S.A
2106.90-2000,Beverage base of perfumed fruit  fruitea    R.KOREA
2106.90-3029,Beverage base of perfumed fruit  Teisseire Mix Peach  FRANCE
2106.90-4010,Base of beverage
2106.90-4090,Product of red ginseng     PR.CHNA
2106.90-9022,Prepared edible seaweeds
2106.90-9030,Prepared edible seaweeds
2106.90-9050,Seaweed fusiforme preparation    PLUS  R.KOREA
2106.90-9080,Preparations with a basis of butter Cinnamon and Brown Sugar Honey Butter
2106.90-9091,Preparations for use in manufacturing ice cream BLUEBERRY STRAWBERRY CHEESECAKE CHIP
2106.90-9099,Bases for beverage
