1902.30-9000,Stuffed pasta  Mix Dimsum()  PR.CHNA
1904.10-1000,Instant noodles  Pad Thai Koong  Thailand
1904.10-3000,Instant noodles Pad Thai Cooking Set THAILND
1904.10-9000,Puffed rice BANANA BUGSNMUD
1904.20-1000,Quinoa
1904.20-9000,Popcorn preparation
1904.30-0000,Cereal preparation
1904.90-1010,QUAKER INSTANT OATMEAL Item No. 581494  U.S.A
1904.90-9000,Cereal flake preparation LIGHT & RIGHT APRICOT
1905.10-0000,Bulgur wheat QUINOA GOURMAND(Quinoa and Bulgar wheat) FRANCE
1905.31-0000,Rice preparation
1905.40-0000,Sweet biscuits GINGER THINS SWEDEN
1905.90-1010,Sweet biscuit PR.CHNA
1905.90-1030,Similar toasted products  SKORPOR FULLKORN  SWEDEN
1905.90-1040,Cake  KINDERMILCHSCHNITTE  KINDER FELIE DE LAPTE  GERMANY
1905.90-1050,Other biscuits PR.CHNA  BBQ
1905.90-1090,Biscuits  WHOLE WHEAT CRAKERS  R.KOREA
1905.90-9020,Bakers wares  R.KOREA
1905.90-9090,Other bakers wares Doritos Cheese Supreme flavoured corn chips U.S.A
2002.10-0000,RICE PAPER    VIETNAM
2004.10-0000,Rice paper HYDGAP4035 VIETNAM
2004.90-9000,Potato preparation
2005.40-0000,Potato preparation
2005.51-9000,Onion preparation
2005.59-1000,Vegetable preparation
2005.70-0000,Pea preparation WASABI GREEN PEA BEAN SNACK JAPAN
2005.80-0000,Prepared beans
2005.99-9000,Olive preparation Oloves Basil&Garlic
2007.99-1000,Vegetable preparation  THE GRACIOUS GOURMET ROASTED VEGETABLE TAPENADE  U.S.A
2007.99-9000,Jam PEACH CRUSH VIETNAM
2008.11-9000,Jam  STRAWBERRY CRUSH  VIETNAM
2008.19-9000,Jam KIWI CRUSH VIETNAM
2008.20-0000,Black sesame preparatioin INDIA
2008.30-1000,Black sesame preparatioin PR.CHNA
2008.30-9000,Soybean milk preparations (Soy papper) TAIWAN
2008.60-0000,Citron preparation  R.KOREA
2008.80-0000,Otherwise prepared orange CUTRALE CITRUS JUICES(FCOJ with Pulp) USA
2008.97-9000,Lemon preparation  R.KOREA
2008.99-2000,Mixed fruits preparation MOGLI MOOTHIE BANANARHUBARBRASBERRY GERMANY
2008.99-9000,Mixed fruits peel preserved by osmotic dehydration CANDY MIXED PEEL ITALY
2009.12-0000,Avocado preparation   NEWZLND
2009.21-0000,Lemon peel preserved by osmotic dehydration CANDY LEMON PEEL ITALY
2009.31-9000,Orange peel preserved by osmotic dehydration     ITALY
2009.50-0000,Grapefruit juice PURE PINK GRAPEFRUIT JUICE U.K
2009.71-0000,Calamansi juice KALLA 100% PURE CALAMANSI
2009.89-1090,Apple juice PRESHAFRUIT LITE PINK LADY APPLE AUSTRAL
2009.89-2000,Prune juice concentrate Prune (dried plum) Juice Concentrate
2009.90-1020,Acai berry juice  PURE ACAI  BRAZIL
2101.12-1000,Aronia Juice Concentrate  POLAND
2101.20-9090,Juice of vegetable  TRUFFLE JUICE EXTRA PLANTIN (EXTRA QUALITY)  FRANCE
2102.10-1000,Green tea extract GREEN TEA EXTRACT BATCH U.S.A
2102.20-1000,GREEN TEA EXTRACT  GREEN TEA CATECHIN 630MG CAPS  US
2102.20-9000,Inactive yeast Feed yeast powder 45%
2103.20-2000,Inactive yeast Beer Yeast GERMANY
2103.90-9020,Inactive yeast  Plus  GERMANY
2103.90-9030,INSTANT CURRY  GOLDEN CURRY SAUCE WITH VEGETABLES MEDIUM HOT
2103.90-9090,Mixed seasoning FISH FLAVOR R.KOREA
2104.10-1000,Sauce preparation  25 PR.CHNA
2104.10-9000,Soup of meat Pitango Spring Lamb Soup  NEWZLND
2106.10-9020,Soup preparation  R.KOREA
2106.90-1020,Soya Protein Concentrate  PR.CHNA
2106.90-1090,Corn protein concentrate EMPYREAL 75(CORN PROTEIN CONCENTRATE U.S.A
2106.90-2000,Beverage base of perfumed fruit  (fruitea)    R.KOREA
2106.90-3029,Beverage base of perfumed fruit  Teisseire Mix Peach  FRANCE
2106.90-4010,Base of beverage
2106.90-4090,Product of red ginseng     PR.CHNA
2106.90-9022,Prepared edible seaweeds
2106.90-9030,Prepared edible seaweeds
2106.90-9050,Seaweed fusiforme preparation    PLUS  R.KOREA
2106.90-9080,Preparations with a basis of butter Cinnamon and Brown Sugar Honey Butter
2106.90-9091,Preparations for use in manufacturing ice cream BLUEBERRY STRAWBERRY CHEESECAKE CHIP
2106.90-9099,Bases for beverage
2201.10-0000,Food preparations AiF TC R.KOREA
2202.10-1000,Food preparation Ginger honey tea R.KOREA
2202.90-1000,Aerated water DPrice Soda Carbonated Water R.KOREA
2202.90-2000,Waters
2202.90-9000,Beverage of fruit juice Malee light 30calories THAILND
2203.00-0000,Beverage
2205.10-0000,Beer made from malt  PREMIUM GUEUZE  BELGIUM
2206.00-9090,Beer made from malt  KASTEEL HOPPY  BELGIUM
220709.99-9000,21530713.31-9000,Other fermented beverage  BACCHUS KRIEK  BELGIUM
2208.70-9000,Other fermented beverage  PREMIUM FRAMBOISE  BELGIUM
2208.90-9000,Liqueur Rakuen Umeshu  Pack  500ml
2209.00-1000,Spirits KING WHISKEY RIN JAPAN
2209.00-9000,Spirituous beverage KASTEEL ROUGE BELGIUM
2303.20-0000,Brewery vinegar    R.KOREA
2303.30-1000,Vinegar  Apple vinger w lingoberriesapple win vinegar with lingonberry
2304.00-0000,Bagasse  Fermented Dried Bagasse  THAILND
2308.00-9000,Bagasse  BAGASSE SILAGE  THAILND
2309.10-1000,Corn silage  THAILND
2309.10-2000,Corn silage CORN SILAGE VIETNAM
2309.90-1010,Dog food
2309.90-1040,Feed preparation for dog and cat  SAMYLIN SMALL BREED TABLETS
2309.90-1099,Mixed feeds for bovine 2 U.S.A
2309.90-2010,Mixed feeds for birds QUIKO SPECIAL GERMANY
2309.90-2099,Mixed feeds for birds QUIKO SPECIAL ROT GERMANY
2309.90-3030,Supplementary feed JEFO RUMEN C500 CANADA
2309.90-9090,Supplementary feed ARTIGUT POWER FRANCE
2401.30-1000,Feed preparation  Rupromin Balance  NETHERL
2403.91-1000,Tobacco refuse
2501.00-9090,Tobacco refuse
2506.10-3000,Salt block BIOTIN PLUS GREECE
2510.20-1000,Salt block  Antiinsect block  GREECE
2522.10-0000,Quartz
2619.00-9000,Quartz
2620.30-0000,Natural calcium phosphate CalciumRich and PhosphateRich Pellet PR.CHNA
2620.99-0000,ANFOGEN600    20kg
2621.90-0000,Other waste from the manufacture of iron METAL SCRAP PHIL.R
2704.00-2000,Slag containing mainly magnesium  MAGNESIUM BLOCK DROSS   R.KOREA
2706.00-1000,Coal slag EUROGRIT A3 NETHERL
2707.10-0000,Silica fume UNDENSIFIED SILICA FUME PR.CHNA
2707.99-9000,Semicoke of coal synthetic fueling graphite PR.CHNA
2710.19-7440,###############################################################################################################################################################################################################################################################
2710.19-8090,Benzene of lower purity CRUDE BENZENE(B.T.X.N) R.KOREA
2710.19-9000,Other aromatic hydrocarbon mixtureLIGHT CYCLE OIL JAPAN
2715.00-9000,KP150    2( )
2811.22-1000,Other greases Raremax AF1 JAPAN
2811.22-9010,Petroleum preparations  ATSO U.S.A.
2818.10-9000,Petroleum preparations   
2821.10-1000,###############################################################################################################################################################################################################################################################
2827.59-9000,Bituminous mixture AR100 R.KOREA
2833.21-0000,White carbon REOLOSIL(Hydrophilic Type) JAPAN
2835.26-0000,Silica gel PR.CHNA
2843.10-1000,Artificial corundum MIRNAE A1000D R.KOREA
2843.29-9000,Tricalcium phosphate  PR.CHNA
2843.90-9010,Colloidal silver  Silver nanowire Water Solution  KOREA
2843.90-9090,Colloidal silver  Silver nanowire Butyl carbitol Solution  KOREA
2849.20-0000,Colloidal silver Silver nanowire Ethanol Solution R.KOREA
2850.00-1000,Colloidal silver  Silver nanowire IPA Solution  R.KOREA
2903.39-9000,Silver Oxide  USA
2903.99-9000,Hexachloroplatinic Acid  ACP CRYSTALS  HEXACHLOROPLATIN ACID CEYSTALS
2905.45-0000,Carbides of silicon High carbon Silicon PR.CHNA
2906.19-9000,Sodium hydride  PR.CHNA
2909.30-9090,1Bromo3methyl2butene BMB PR.CHNA
2909.50-9000,Triphenylmethyl Chloride  PR.CHNA
2910.90-0000,4Bromo2fluoro biphenyl  PR.CHNA
2911.00-9000,Sodium mentholate in 50% hexane U.S.A
2912.49-9000,1
2914.50-1000,Sodium 5nitroguaiacolate JAPAN
2914.50-9000,Dibromoneopentylglycol diglycidyl ether  HJ EPIOLDE205 
2914.70-9090,Pentaerythritol polyglycidyl ether HJ EPIOLPE411 R.KOREA
2915.12-9000,4Chlorobutanal dimethyl acetal  PR.CHNA
2915.70-2090,4Hydroxybenzaldehyde 4HBA PR.CHNA
2915.90-9090,Ketonephenols LOWILITE 20 POWDER
2916.15-1000,Ethyl bromoacetate  PR.CHNA
2916.39-9090,Valeryl chloride  PR.CHNA
2918.29-9090,2Bromo propionic acid   PR.CHNA
2918.30-9000,TertButyl peroxy 2ethylhexanoate CHEMEXBO R.KOREA
2918.99-9000,Oleic acid Palmester 1412 isopropyl oleate
2920.90-3000,tertButyl peroxybenzoateR.KOREA
2922.19-9000,Other carboxylic acid with phenol function ANOX 20 POWER
2923.20-1000,Methyl 2cyclopentanonecarboxylate  PR.CHNA
2924.29-1010,nButyl 4
2924.29-9092,1Chloroethyl cyclohexyl carbonate  PR.CHNA
2924.29-9099,tertButylperoxy 2ethylhexyl carbonate R.KOREA
2925.29-9090,2(2AMINOETHOXY)ETHANOL GERMANY
2929.90-9000,Lecithins  SOLEC(TM) NVS  U.S.A
2930.90-4090,6Acetyl2aminophenol4sulfonic acid  INDIA
2931.90-2991,Valifenalate 95%up INDIA
2931.90-2999,Metformin Hydrochloride
2931.90-9099,Bis(diethylamino)silane R.KOREA
2932.20-9099,Trimethylaluminum  10013691 TMAl OPTOGRADE(TM)216CYL0100G
2932.99-1000,tertButyldimethylsilyl chloride PR.CHNA
2932.99-9010,Organosilicon compounds  Methyltrimethoxysilane  OFS6070 SILANE
2932.99-9090,Other organoinorganic compound SeraSense SF CM5
2933.19-9091,2Anilino6dibutylamino3methylfluoran PERGASCRIPT BLACK 2C PR.CHNA
2933.29-9010,Emamectin Benzoate P.CHNA
2933.29-9090,(4Rcis)6formaldehydel2
2933.39-9090,Compounds containing an unfused pyrazole ring Fluxapyroxad
2933.49-9090,Pyraclonil JAPAN
2933.59-2090,4chloro2cyanoN
2933.69-9099,(8aS)hexahydropyrrolo[1
2933.99-1000,3Isobutylpiperazine2
2933.99-9090,(S)3Isopropyl2
2934.10-1000,Other compound containing an unfused triazine ring LOWINOX 1790 POWDER
2934.99-9010,Other heterocyclic compound with nitrogen heteroatoms Ipfencarbazone
2935.00-9090,5(4Bromomethyl1
2936.90-9000,(Z)2(2tertButoxycarbonylprop2Oxyimino)2(2Aminothiazol4yl) Acetic Acid  PR.CHNA
2941.90-9099,2(2Aminothiazole4yl)2methoxyiminoacetic acid ATMA R.KOREA
2942.00-9090,Diethyl thiophosphoryl(Z)(2Aminothiazol4yl)methoxyiminoacetate DAMA R.KOREA
3002.10-1000,Methiozolin R.KOREA
3002.10-9090,Other sulphonamide Celecoxib
3002.90-4000,Cobalt acetylacetonate  COREBOND CA20
3004.39-9000,Immunological products
3004.90-9900,Ipilimumab Yervoy
3101.00-2000,Medicaments HEPABIAL C PLUS
3101.00-3000,Medicament for animal  RECOVERY SA Extra Strength   (Recovery SA)  Extra Strength  120s Chewable Tablets  CANADA
3102.21-0000,Other Medicaments  DULX Gel Sport Warmup
3105.10-0000,Medicaments POYSIAN BRAND MARK  THAILND
3105.90-9000,Medicament Noltec R (Ilaprazole) DelayedRelease 10mg tablets R.KOREA
3203.00-3000,Vegetable fertilisers 
3204.13-0000,Ammonium sulphate PR.CHNA
3204.17-0000,Fertilizer NUTRISMART B PR.CHNA
3204.19-9000,Other fertilisers ISABION
3204.20-0000,Preparations based on colouring matter of vegetable (No.01) Brown Color JS14148
3204.90-1010,Basic dye mixtures PENTA DU BF R.KOREA
3206.19-0000,Pigment preparations  BV75404
3206.20-0000,Pigment preparation KRAFELT GREEN EPOXY PIGMENT KEC68621
3206.41-9000,Pigment preparations  Color paste  BV66304  R.KOREA
3206.49-9000,MASTERBATCH OR1W   
3206.50-0000,Other colouring matter preparation KRAFELT RED EPOXY PIGMENT KEC68530 U.S.A.
3207.30-3000,Other colouring matter preparation KRAFELT BLACK EPOXY PIGMENT KEC200 U.S.A.
3207.30-4000,GMMIXPM100    20KG
3207.40-0000,Other colouring matter ADAMAS A901K R
3208.10-3000,STAREMPASTE  PASF8630A1  PASF8630A1
3208.20-1019,Fused Silica Powder  RG15  CHINA
3208.20-1020,Fused Silica Powder  FUSELEX AS1  JAPAN
3208.20-1030,Solution based on polyester GRHM2752W(  )
3208.90-1030,Paints based on acrylic polymers  ACRYLIC PAINTS (AU VCE PRIMER LF(INDIA)  R.KOREA
3208.90-9019,Varnish based on acrylic polymer  FL1000 (GLOSS)
3208.90-9020,Varnish based on acrylic polymer  FL1000 (SEMIGLOSS)
3208.90-9030,Acrylic polymer resine solutions CF140 JAPAN
3209.10-1020,Paints SHQBROWN R.KOREA
3210.00-2040,     3M K820R  1kg  can (steel)
3212.10-0000,Phenol resin solution BK320B R.KOREA
3214.10-1060,     3M K520K PRIMER  1kgcan(steel)
3214.10-1080,Varnishes based on acrylic polymers    KOREA
3214.10-1090,Mastics
3214.10-2000,Mastics based on plastic
3214.90-0000,Mastic based on plastic SEALER R.KOREA
3301.90-3000,Nonrefractory surfacing preparation  
3302.10-1000,Nonrefractroy surfacing preparation    KOREA
3303.00-2000,Nonrefractory surfacing preparations WHITEMENT I R.KOREA
3304.99-1000,Mixtures of odoriferous substances PPEACH FLAVOURING 94% VOL IN2 E3L0225       FRANCE
3304.99-9000,Skin care cosmetics CREAM MK EXTRA EMOLLIENT NIGHT U.S.A.
3305.90-9000,Skin care cosmetics IS1 R.KOREA
3306.90-2000,Functional cosmetics    R.KOREA
3307.49-0000,Functional cosmetics IS3 R.KOREA
3307.90-9000,Hair dye Volume Up Hair Color Spray 274 JAPAN
3402.13-9000,Other cosmetic GOODBYE KEANA JAPAN
3402.20-1000,MPE1018    200KG STEEL DRUM
3402.20-2000,Washing preparations put up for retail sale LAUNDRY STAIN REMOVER LEQUID(12500) CANADA
3402.90-1000,Cleaning preparations put up for retail sale DAILY SHOWER CLEANER(10380) CANADA
3402.90-3000,Surfaceactive preparations AEROSOL
3403.99-9000,Surfaceactive preparations  2501 COSMETIC WAX
3404.20-0000,Cleaning preparations Clean Card R.KOREA
3404.90-1030,Artificial wax of polyethylene glycol POLYETHYLENE GLYCOL
3404.90-1090,Artificial wax of polyethylene glycol  PEG4000  R.KOREA
3407.00-1000,Artificial wax of polyethylene glycol  VPEG2400  R.KOREA
3503.00-1010,Artificial wax of polyethylene glycol  MPEG2200  R.KOREA
3504.00-2030,Artificial waxes  POLYETHYLENE WAX  R.KOREA
3504.00-2090,Artificial wax  PRE7070P  R.KOREA
3505.10-4090,Braceket set
3505.10-5090,Protein isolate of soybean ISP YX2001
3506.10-2000,Soy protein isolate CANADA
3506.10-9000,Adhesives
3506.91-0000,Adhesives
3506.99-9000,Hot melt adhesive  AM510  R. KOREA
3507.90-9000,Hot Melt adhesive AM1400 R.KOREA
3707.90-1090,Cellulase MEXAFEED DIGEST S INDIA
3707.90-9200,Prepared enzymes NATUGRAIN TS GERMANY
3808.91-1000,Prepared enzymes Maxafeed Wheat INDIA
3808.92-1000,Photoresist Photo Spacer
3808.92-9000,Photoresist COLOR RESIST CRDC0350G
3808.93-1000,Toner  TMC014(B) TONER
3808.94-0000,Insecticides INDOXACARB U.S.A
3808.99-9000,Fungicides  HEART   PR.CHNA
3809.91-0000,Disinfectant (BLOCKER)
3809.92-0000,Disinfectants  RENO Sterilization Agent
3810.10-1000,Acaricide  AntiAllergen Solution  U.S.A
3810.10-9000,Acaricide DeMite Laundry Additive U.S.A
3812.10-9000,
3812.30-1000,Preparation of a kind used in the textile industries  SOFTSILICONE S150AC  R.KOREA
3814.00-2110,Pickling preparations for metal surfaces OPCACID CLEAN 115 R.KOREA
3815.19-2000,Soldering paste SOLDER PASTE  RMA010FP
3815.19-9000,Antioxidising preparations ANOX BB021 R.KOREA
3815.90-1000,Anitaxidising preparations ANOX BB011 R.KOREA
3815.90-9000,Reaction initiator CHEMEXCND R.KOREA
3818.00-1000,Reaction initiators CHEMEXBND 75
3822.00-1012,Reaction initiators CHEMEX_OND
3822.00-1020,Reaction initiator CHEMEX_2EHPC R.KOREA
3822.00-2013,Prepared diagnostic 410852 BACTALERT FN PLUS(100 bottlesbx) U.S.A
3822.00-2020,Prepared diagnostic 410853 BACTALERT PF PLUS(100 bottlesbx) U.S.A
3822.00-2099,Prepared diagnostic BACTALERT FA U.S.A
3823.19-1000,Prepared diagnostic reagents BactALERT MP 100bottlesbox
3824.71-9000,Prepared diagnostic  410851 BactALERT FA PLUS  U.S.A
3824.90-6200,Laboratory reagent
3824.90-6400,Preparations for the manufacture of certain ceramic articles (artificial teeth
3824.90-6500,Preparations for the manufacture of certain ceramic articles (artificial teeth
3824.90-7100,Chemical preparation  Zpex  JAPAN
3824.90-7300,Antirust preparation  SuJi282XM
3824.90-9069,Metal plating preparation RNS30 REPL R.KOREA
3824.90-9090,Metal plating preparations RNS30 MU R.KOREA
3825.69-0000,Chemical preparation ZIRCONIA POWDER TZ3YSBC JAPAN
3901.10-9000,Chemical preparation  TZBLACKB  JAPAN
3901.20-9000,Chemical preparation aquela  7.0
3901.30-0000,Other waste  MLCC INDEX  MLCC WASTE AND SCRAP  PR.CHNA
3901.90-0000,Other waste  MLCC WASTE AND SCRAP
3902.10-0000,Other polymers of ethylene
3902.30-0000,Polypropylene
3902.90-0000,Propylene copolymer  TPV INNOPRENE 2500B
3903.11-0000,Propylene copolymer  TPV INNOPRENE 5430BM
3903.19-0000,Propylene copolymer  TPV INNOPRENE 2400B
3903.90-1000,Propylene copolymer  TPV INNOPRENE 1870B
3904.22-0000,STYRENE BUTADIENE COPOLYMERKRESIN  DK11 
3906.90-9000,STYRENE BUTADIENE COPOLYMERKRESIN  XK40 
3907.20-1000,Styrenebutadiene copolymers
3907.20-2000,Styrenebutadiene copolymer HIPS Resin VE1897 R.KOREA
3907.20-3000,890V
3907.20-9000,Acrylic polymer in primary form  DK691
3907.30-1000,Other polyether
3907.30-9000,Other polyether
3907.99-9000,Other polyether
3908.10-2000,Other polyether
3909.30-0000,Polyester polyol  GF 422  R.KOREA
3909.40-0000,Other polyester  PEA  R.KOREA
3909.50-0000,Polyamide6
3910.00-9010,Polyamide6
3910.00-9020,Polyamide6
3910.00-9090,Phenol resins
3911.90-9000,SILICONE RUBBER  9254 FABRIC TREATMENT 
3913.90-9090,Silicone in primary form Antifoam M Compound U.S.A
3914.00-1000,Silicone in primary form Q72587 U.S.A
3914.00-9000,Silicone in primary form Antifoam C Emulsion U.S.A
3915.90-9000,Silicone in primary form Q72243 U.S.A
3916.20-0000,Polyketone resin
3916.90-1000,Modified natural polymers  Beneform 4000
3916.90-2000,Cationicexchanger based on polymer
3917.21-1000,Profile shapes of polymer of vinyl chloride   PR.CHNA
3917.29-2000,Profile shapes of polymer of vinyl chloride   PR.CHNA
3917.29-9000,Profiles shapes of Plastics RUNG U.S.A
3917.32-1000,Profile shapes of polymer of propylene SEAL TUBE PACKING
3917.32-2000,Profile shapes of polymer of propylene  BRIM COVER  R.KOREA
3917.32-9000,Hose of polyamides
3917.33-9000,PB(Polybutylene) Pipe  15mm
3917.39-9000,Hose of polymers of vinyl chloride  PVC tube  R.KOREA
3917.40-0000,Flexible tube of polyurethane
3918.10-1000,Flexible hose of plastic
3918.90-0000,Tube of polypropylene  OVERFLOW PIECE FOR A3181  GERMANY
3919.10-0000,Tee fitting D1 CONNECTOR T
3919.90-0000,VALUE
3920.10-0000,Selfadhesive film of plastics TEROSON RB 411H Hole Cover Tape R.KOREA
3920.20-0000,COVER TAPE  SKSM
3920.30-0000,Polyethylene film PLASTIC FILM R.KOREA
3920.43-0000,Polyethylene film 50H R.KOREA
3920.51-0000,Polypropylene film POLYPROPYLENE (BOPP) FILM PP11  
3920.62-0000,20MIC X 660MM X 6000M
3920.99-9090,Poly(ethylene terephthalate) film S5002B R.KOREA
3921.12-0000,Poly(ethylene terephthalate) film T5003L75 PR.CHNA
3921.13-0000,Poly(ethylene terephthalate) film GT4104 PR.CHNA
3921.19-1010,Cellular sheet of polymers of vinyl chloride CONSOLE
3921.19-1090,Polyurethane Foam
3921.90-1000,Polyurethane sheet
3921.90-2000,Polyurethane cellular sheet with knitted fabrics P32R R.KOREA
3921.90-4020,Polyurethane cellular sheet
3921.90-9050,Polyurethane cellular sheet with knit fabric Door TrimCENTER PANER ( CLOTH )
3921.90-9090,Polyethylene cellular sheet
3923.10-0000,Sheet of polymers of ethylene EVA laminated R.KOREA
3923.21-0000,Polypropylene film
3923.29-0000,Cosmetic case of plastic TKSE80 COMPACT R.KOREA
3923.30-0000,Bag of polyethylene EZT BAG HDPETYVEKTY8E16P00000004 BELGIUM
3923.40-0000,Plastic Bag PLASTIC FILM LAMINATED BAG(TREEZVILLE) R.KOREA
3923.50-0000,Plastic bag OVERFLOW BAG OVERFLOW BAG FOR A3181 GERMANY
3923.90-0000,REEL  380mm*13.5mm
3924.10-0000,DUST CAPICV  7210046AA
3924.90-9000,WHEEL BEARING   LK 
3925.20-0000,PTRAY PANEL(BOTTOM)  LJ6903160A  894mm*634mm*112mm
